ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
756191950,ReVive: Sharing lives and memes 6 seconds at a time.,Apps,Technology,USD,20/10/2017,2600,20/09/2017 02:35,5,failed,1,US,5,5,2600
756252710,Health Warrior and Operation Farm & Run,Vegan,Food,USD,15/03/2017,40000,15/01/2017 00:30,45257,successful,602,US,107,45257,40000
756560717,Miracle,Publishing,Publishing,USD,15/07/2017,6732,15/06/2017 16:54,0,failed,0,US,0,0,6732
756566423,Novel The Faewitch Trilogy,Young Adult,Publishing,USD,05/03/2017,5000,04/02/2017 01:29,0,failed,0,US,0,0,5000
756617643,"Practical Node.js Book, 2nd Edition, Open-Sourced on GitHub",Nonfiction,Publishing,USD,11/07/2017,6000,20/06/2017 17:05,12241,successful,126,US,7166,12241,6000
756672873,The Bookkeeper's Library: Sugar Bottom (Past),Webcomics,Comics,USD,26/09/2017,560,27/08/2017 21:14,96,failed,4,US,0,96,560
756817029,Apparel for Humanity,Apparel,Fashion,USD,09/04/2017,5500,28/02/2017 18:29,196,failed,5,US,76,196,5500
756834190,Quinntessence Chapters 1-2,Webcomics,Comics,USD,01/12/2017,600,15/10/2017 08:44,600,successful,10,US,140,600,600
757004038,chocoLIT ~Chocolate Bars with Caffeine & L-Theanine ~,Food,Food,USD,12/03/2017,7500,10/02/2017 02:03,676,failed,9,US,579,676,7500
757030795,"Rough Cut Cartel Gems, Jewelry and ""Dog-stones""",Mixed Media,Art,USD,10/04/2017,5000,11/03/2017 21:36,223,failed,7,US,38,223,5000
757100561,Frank Shirts presents: The Architect's Daughter,Indie Rock,Music,USD,31/05/2017,7500,05/05/2017 17:26,7525.21,successful,88,US,3970.21,7525.21,7500
757209614,ViZion Streetwear printer fund,Apparel,Fashion,USD,26/01/2017,17000,27/12/2016 18:25,1,failed,1,US,0,1,17000
757244481,DATELAND RESORT ORGANIC FARMING,Community Gardens,Food,USD,13/07/2017,55000,13/06/2017 19:51,574,failed,5,US,23,574,55000
757249948,Natasha's Just Brittle- Help Us Get Ready For QVC!,Small Batch,Food,USD,31/03/2017,25000,23/02/2017 14:44,695,failed,13,US,0,695,25000
757264264,Firefly— Home Internet Protection,Hardware,Technology,USD,30/08/2017,25000,31/07/2017 20:22,1114,failed,26,US,618,1114,25000
757453273,The Blacksmith,Narrative Film,Film & Video,USD,21/02/2017,500,22/01/2017 05:34,550,successful,16,US,8,550,500
757468995,Journey,Webseries,Film & Video,USD,28/06/2017,5000,08/06/2017 19:14,0,failed,0,US,0,0,5000
757521285,Monster Squad - Return of The Phoenix (100pg Graphic Novel),Graphic Novels,Comics,USD,03/02/2017,30000,04/01/2017 19:00,547,failed,21,US,135,547,30000
757527267,Nightlight Daily Horoscopes 2017,Nonfiction,Publishing,USD,01/01/2017,7500,21/11/2016 15:48,51023,successful,368,US,360,51023,7500
757537868,Martin Fine Craftsmanship,Product Design,Design,USD,11/07/2017,2500,06/06/2017 19:27,5005,successful,19,US,1555,5005,2500
757557712,Delicious & Healthy Protein Bars from Kate Bakes!,Food,Food,USD,08/08/2017,20000,09/07/2017 23:59,3448,failed,48,US,951,3448,20000
757654741,The Femmebots Animated Web Series,Animation,Film & Video,USD,06/09/2017,9230,31/07/2017 14:50,9329.54,successful,71,US,0,9329.54,9230
757873367,70 More Years of Fun,Games,Games,USD,01/03/2017,35000,31/01/2017 03:52,36720,successful,457,US,713,36720,35000
758103344,Creatures and Creepies: the monster art of Charamath,Art Books,Publishing,USD,22/06/2017,1000,23/05/2017 16:30,8406,successful,203,US,1562,8406,1000
758105573,Alien Meme Shack,Experimental,Film & Video,USD,20/12/2017,200000,20/11/2017 02:07,1,failed,1,US,0,1,200000
758192382,16 shorts or 1 epic Movie,Film & Video,Film & Video,USD,05/04/2017,150000,06/03/2017 20:54,0,failed,0,US,25,0,150000
758421015,Adorable Monsters,Tabletop Games,Games,USD,12/09/2017,250,08/09/2017 17:07,2985,successful,92,US,2110,2985,250
758491504,Soldiers of the Sea Documentary,Documentary,Film & Video,USD,03/07/2017,25000,31/05/2017 21:29,3938,failed,44,US,220,3938,25000
758518504,"I'm Not Demented, It's Just Dementia - A True Story.",Nonfiction,Publishing,USD,12/07/2017,6000,12/06/2017 07:08,0,failed,0,US,0,0,6000
758584557,MEMES FOR MOM -The First of a Colorful Series,Art Books,Publishing,USD,08/04/2017,500,01/04/2017 08:42,12,failed,1,US,0,12,500
758622988,Player 1 Props,Art,Art,USD,18/03/2017,1000,16/02/2017 02:23,0,failed,0,US,0,0,1000
758659471,Luxury Active Wear,Apparel,Fashion,USD,17/06/2017,15000,12/06/2017 19:40,25,failed,1,US,25,25,15000
758757126,Study-Buddie,Apps,Technology,USD,26/01/2017,10000,27/12/2016 19:18,20,failed,2,US,10,20,10000
758765771,Madxcot Productions: Awesome Bases,Tabletop Games,Games,USD,31/10/2017,5000,27/09/2017 16:14,1002,failed,16,US,65,1002,5000
758771389,M-Light 3: The smallest adjustable motion sensor night light,Gadgets,Technology,USD,20/12/2017,5000,30/10/2017 17:48,22581,successful,326,US,154,22581,5000
758947836,Rebelle Artisan Bagels: from pop-ups to storefront,Restaurants,Food,USD,31/05/2017,25000,01/05/2017 14:35,27495,successful,296,US,4217,27495,25000
758967531,VINYL RECORD of I AM THE END BOSS,Punk,Music,USD,12/09/2017,1500,21/08/2017 11:24,257,failed,8,US,128,257,1500
759017940,The Cup of Fun Game,Live Games,Games,USD,26/07/2017,55000,26/06/2017 15:37,2355,failed,28,US,305,2355,55000
759140343,Berlin Club The Movie,Science Fiction,Film & Video,USD,19/09/2017,1000,20/08/2017 16:25,5,failed,1,US,5,5,1000
759301133,Gone and Still Here,Mixed Media,Art,USD,02/03/2017,20000,31/01/2017 15:57,0,failed,0,US,0,0,20000
759507501,Black Ring Dreams Debut Album,Rock,Music,USD,04/02/2017,5000,05/01/2017 01:09,226,failed,5,US,0,226,5000
759577998,Canaria EP,Rock,Music,USD,30/04/2017,6000,01/03/2017 01:40,6505,successful,76,US,1325,6505,6000
759625825,Pickup Sports World,Software,Technology,USD,02/02/2017,20000,03/01/2017 02:04,0,failed,0,US,0,0,20000
759640529,Night Forest,Live Games,Games,USD,10/08/2017,6700,10/07/2017 18:52,7815,successful,171,US,2575,7815,6700
759844859,Hey Zoey! Get Off Your Phone!,Children's Books,Publishing,USD,22/12/2017,8000,27/11/2017 14:58,8800.69,successful,248,US,2915.69,8800.69,8000
759863177,Florida Community Bootblack Pin,Product Design,Design,USD,01/06/2017,600,05/05/2017 02:58,1023,successful,48,US,92,1023,600
759954601,Legends of the Fall: A Year On the Appalachian Trail,Documentary,Film & Video,USD,30/04/2017,8500,31/03/2017 00:20,35,failed,1,US,0,35,8500
759975903,Steampunk 35mm Miniatures from Topexx Dominions,Tabletop Games,Games,USD,04/01/2017,400,05/12/2016 13:59,2174,successful,69,US,96,2174,400
760063881,Angry Wolf Enamel Pins,Accessories,Fashion,USD,21/08/2017,850,22/07/2017 01:44,414,failed,23,US,219,414,850
760142539,"Swing Shift Hotels - Custom check-in, full 24 hour stay",Apps,Technology,USD,16/03/2017,50000,14/02/2017 01:13,0,failed,0,US,0,0,50000
760397897,Art of Cardistry - Stained Glass Playing Cards,Playing Cards,Games,USD,14/12/2017,1000,14/11/2017 22:07,4175,successful,115,US,1195,4175,1000
760440112,Doggy Glodrobe Flux - LED Safety Dog Harness,Wearables,Technology,USD,22/02/2017,50000,13/01/2017 20:38,0,failed,0,US,5,0,50000
760460464,Year of the Goat Issue #9 Comic Book-The GOATPOCALYPSE,Comic Books,Comics,USD,31/10/2017,2500,01/10/2017 04:05,2741.66,successful,104,US,824,2741.66,2500
760485948,The Chain...Break the Silence,Fiction,Publishing,USD,11/07/2017,3000,21/06/2017 14:34,0,failed,0,US,0,0,3000
760701925,Allister Greenbrier Kilt Calendar 2018,People,Photography,USD,09/06/2017,1500,10/05/2017 21:37,1746,successful,62,US,228,1746,1500
760703340,Alcoholwiks Candle Co.,Candles,Crafts,USD,11/02/2017,1500,12/01/2017 21:34,0,failed,0,US,5,0,1500
760704829,Drumming the World & Pro Guitar Player,Music,Music,USD,06/04/2017,147000,07/03/2017 00:54,0,failed,0,US,0,0,147000
760714581,Apostles Project II: At the Gates of Silence,Art,Art,USD,01/07/2017,14500,01/06/2017 00:32,70,failed,2,US,20,70,14500
760790910,Unsounded Comic Volume 3,Webcomics,Comics,USD,29/05/2017,50000,23/04/2017 22:52,73365.72,successful,1656,US,22848,73365.72,50000
760802310,CURA,Documentary,Film & Video,USD,17/12/2017,50000,07/11/2017 09:07,50113,successful,201,US,0,50113,50000
760842112,Bailey Custom Guitars,Product Design,Design,USD,15/05/2017,5000,15/04/2017 16:29,20,failed,1,US,26,20,5000
760862759,It Will Be Cold: A Poetry Collection,Poetry,Publishing,USD,17/08/2017,2500,02/08/2017 18:15,189,failed,9,US,5,189,2500
760900448,Seeking funding for quality camera and video equipment,Nature,Photography,USD,08/10/2017,15000,08/09/2017 17:30,711,failed,7,US,625,711,15000
760945142,SPACE COMMAND: REDEMPTION,Science Fiction,Film & Video,USD,11/12/2017,39000,06/11/2017 07:07,108671,successful,1126,US,13595,108671,39000
761002696,LAMEBRAINS - Issue #2,Comic Books,Comics,USD,27/01/2017,2000,19/12/2016 20:58,1021,failed,49,US,41,1021,2000
761005676,PREHISTORIC BODY THEATER Dinosaur Dance Project in Indonesia,Performances,Dance,USD,15/10/2017,4000,15/09/2017 01:20,4261,successful,44,US,401,4261,4000
761011818,"""CHUCK'S APARTMENT""",Film & Video,Film & Video,USD,13/07/2017,9000,13/06/2017 23:51,23,failed,2,US,0,23,9000
761083160,888 Washington DC Oval Office Brewpub,Drinks,Food,USD,13/07/2017,1000000,15/05/2017 07:45,30,failed,3,US,0,30,1000000
761093342,Flux: Fast Wireless iPhone/Android Charger & Mount,Gadgets,Technology,USD,15/10/2017,50000,15/09/2017 18:21,7216,failed,63,US,2211,7216,50000
761121020,Airstrip Zero,Product Design,Design,USD,07/04/2017,10000,08/03/2017 19:54,1,failed,1,US,1,1,10000
761127671,Just stay awake to win.,Television,Film & Video,USD,12/09/2017,13500,01/08/2017 04:25,1,failed,1,US,25,1,13500
761177900,SOW Magazine Swimsuit Calendar 2018,Calendars,Publishing,USD,23/12/2017,3500,17/11/2017 05:58,40,failed,1,US,0,40,3500
761298269,Changing Strategies in the War on Cancer,Documentary,Film & Video,USD,01/09/2017,20000,03/07/2017 08:48,0,failed,0,US,0,0,20000
761584804,Baby Yap,Technology,Technology,USD,13/10/2017,15000,29/08/2017 23:06,25,failed,1,US,25,25,15000
761667444,GIblets: The Anotamy Bunny Childrens Learning Toy,Games,Games,USD,03/04/2017,2000,04/03/2017 23:51,2520,successful,40,US,90,2520,2000
761691906,HOODIETOY - toy holding hoodie,Childrenswear,Fashion,USD,17/12/2017,8000,16/11/2017 15:27,635,failed,12,US,590,635,8000
761797110,Taking Care: Dementia and Alzheimer's,Experimental,Film & Video,USD,25/09/2017,3000,26/08/2017 18:51,1,failed,1,US,0,1,3000
761888513,Studio engineering,Music,Music,USD,22/10/2017,5000,22/09/2017 07:38,0,failed,0,US,0,0,5000
761922733,Phoenix Based T-Shirt Company,Apparel,Fashion,USD,01/07/2017,1800,01/06/2017 05:14,2700,successful,28,US,588,2700,1800
761931990,"After 40 years - Musician Becomes ""The Man He's Supposed Be""",Country & Folk,Music,USD,05/07/2017,17500,05/06/2017 15:01,18605,successful,210,US,1075,18605,17500
761998357,Dennie Hall EP,Music,Music,USD,01/08/2017,7000,27/06/2017 17:41,1400,failed,41,US,65,1400,7000
762227771,Fruitee T-shirt Wear: A Shirt For All Food Lovers,Apparel,Fashion,USD,20/11/2017,600,21/10/2017 10:14,0,failed,0,US,0,0,600
762290978,Seeing the City: Open House New York Weekend in Photos,Photobooks,Photography,USD,31/10/2017,30000,11/09/2017 17:54,6747,failed,127,US,25,6747,30000
762378449,Ribbit Mew Enamel Pin,Mixed Media,Art,USD,12/02/2017,450,13/01/2017 08:11,223,failed,25,US,98,223,450
762403790,Turn any warm canned beverages cold instantly with POPTOP,Food,Food,USD,26/10/2017,25000,26/09/2017 03:59,161,failed,10,US,72,161,25000
762434337,Fading Dawn's new E.P,Rock,Music,USD,29/01/2017,3000,10/12/2016 15:20,1167,failed,14,US,607,1167,3000
762526600,Tidy Brush - Never Go To The Car Wash Again,Design,Design,USD,24/08/2017,2000,25/07/2017 17:42,498,failed,12,US,34,498,2000
762606662,Star Wars Legion Terrain,Tabletop Games,Games,USD,01/11/2017,300,02/10/2017 05:05,3739,successful,47,US,0,3739,300
762613626,"Mission Creativity 2: Earth ""Projects of Earth""",Painting,Art,USD,18/09/2017,3000,20/08/2017 21:09,3407,successful,49,US,486,3407,3000
762618494,Resonance | a short film,Shorts,Film & Video,USD,21/09/2017,12000,22/08/2017 16:24,18596,successful,151,US,617,18596,12000
762641155,"SILK + SONDER - New Month, New Planner, New You",Calendars,Publishing,USD,06/12/2017,10000,01/11/2017 16:30,10116,successful,105,US,1912,10116,10000
762721531,Heatweed: The electrical weed burner,Technology,Technology,USD,08/01/2017,10000,14/11/2016 07:24,735,failed,14,US,52,735,10000
762731162,HIGH DENSITY: Soap Dishes + Wall Hooks from Recycled Plastic,Product Design,Design,USD,25/02/2017,500,26/01/2017 21:40,745,successful,33,US,653,745,500
762818484,KXPissue #6,Photography,Photography,USD,17/11/2017,200,18/10/2017 09:19,296,successful,19,US,234,296,200
762828343,The Dave Mosiej Show Podcast,Audio,Journalism,USD,08/08/2017,1500,16/06/2017 21:37,25,failed,1,US,25,25,1500
762915583,Green X Prize,Technology,Technology,USD,28/02/2017,10000,14/02/2017 16:02,0,failed,0,US,0,0,10000
763005411,STAR MISSIONS #7 - NISTHURA,Comic Books,Comics,USD,05/02/2017,1000,06/01/2017 21:06,93,failed,6,US,61,93,1000
763009993,Deaf Magician of 2017,Comedy,Theater,USD,24/03/2017,5000,22/02/2017 02:25,0,failed,0,US,0,0,5000
763069652,Halleluyah Tees,Apparel,Fashion,USD,20/11/2017,85000,21/10/2017 00:27,1719,failed,15,US,1327,1719,85000
763074653,KangooHug | The everyday pet carrier bag,Pet Fashion,Fashion,USD,06/06/2017,2500,07/04/2017 00:12,90,failed,2,US,0,90,2500
763103725,All-In-One Easy Juicing System - We're Revolutionizing Juice,Vegan,Food,USD,23/06/2017,20000,23/05/2017 17:37,8118,failed,104,US,318,8118,20000
763175991,Music of Aaron Jay Myers recorded by Chamber Cartel,Classical Music,Music,USD,11/09/2017,5000,13/08/2017 03:10,5115,successful,61,US,228,5115,5000
763193858,The Contractors - Create Final Character Concept Art: Earl 2,Video Games,Games,USD,20/07/2017,2000,29/06/2017 17:45,2880.5,successful,41,US,0,2880.5,2000
763194451,Maranatha Short Film,Shorts,Film & Video,USD,03/03/2017,5000,07/02/2017 22:20,5500,successful,37,US,205,5500,5000
763216529,What the Chess,Tabletop Games,Games,USD,22/05/2017,100000,22/03/2017 23:40,661,failed,7,US,30,661,100000
763286032,EverHunter - An Action Roguelike-like Platformer,Video Games,Games,USD,22/04/2017,1000,23/03/2017 00:32,61,failed,7,US,28,61,1000
763294101,LightCube - Flexibility of Light,Product Design,Design,USD,20/05/2017,12000,05/04/2017 15:23,17798,successful,230,US,1259,17798,12000
763358603,Flexible School Schedule: A Web App For Homeschool Families,Apps,Technology,USD,26/09/2017,30000,21/08/2017 23:13,305,failed,7,US,0,305,30000
763415426,The Erotic Zone: An Adults Only Comics Anthology,Anthologies,Comics,USD,05/11/2017,1000,11/10/2017 18:56,1741,successful,75,US,516,1741,1000
763546561,SERAPH.,Photobooks,Photography,USD,07/07/2017,14000,07/06/2017 22:31,100464.06,successful,1570,US,14687,100464.06,14000
763780269,Cupids Whispers Every Day is Love Day Send Poetry-Share Love,Mixed Media,Art,USD,24/08/2017,5000,10/07/2017 19:25,40,failed,2,US,0,40,5000
763969593,BACKFIRE- Your Affordable Best Electric Skateboard,Product Design,Design,USD,27/07/2017,100000,27/06/2017 02:39,56859,failed,136,US,8064,56859,100000
764085553,"The Liv, Project",Product Design,Design,USD,16/07/2017,1300,16/06/2017 00:52,93,failed,5,US,38,93,1300
764204414,PAPER LIGHTS: National Parks Recording Project,Indie Rock,Music,USD,10/07/2017,10000,07/06/2017 21:50,10832,successful,117,US,538,10832,10000
764205120,VARANASI 2017,Places,Photography,USD,03/08/2017,2000,24/06/2017 05:13,0,failed,0,US,0,0,2000
764242494,Dusk City Outlaws,Tabletop Games,Games,USD,28/02/2017,65000,24/01/2017 18:02,154155,successful,2048,US,34291,154155,65000
764376114,Tabletop Fantasy Miniature Terrain Building Templates,Tabletop Games,Games,USD,20/03/2017,1500,18/02/2017 16:00,279,failed,10,US,109,279,1500
764440260,Arranged! – The Arranged Marriage Board Game,Tabletop Games,Games,USD,07/09/2017,6000,08/08/2017 20:55,21788,successful,451,US,6384,21788,6000
764507820,BLOOD issue #1,Comic Books,Comics,USD,13/08/2017,600,09/07/2017 07:02,145,failed,10,US,89,145,600
764556364,Chet's Anytime Bloody Mary Seasoning Mix II,Drinks,Food,USD,09/04/2017,10000,10/03/2017 20:44,10459,successful,111,US,3021,10459,10000
764566908,SOLARPLEXUS: An Alternative Energy Play,Immersive,Theater,USD,13/05/2017,7000,13/04/2017 19:41,7595,successful,80,US,550,7595,7000
764621787,100% Organics Scrub - Salt & Sugar,Crafts,Crafts,USD,22/12/2017,5000,22/11/2017 11:13,56,failed,3,US,18,56,5000
764635944,Your dog's favorite Bakery & Personalized cake shop!,Food,Food,USD,08/01/2017,15000,09/12/2016 23:13,0,failed,0,US,0,0,15000
764639964,100% cedar Handcraft furniture!,Woodworking,Crafts,USD,27/04/2017,50000,28/03/2017 15:11,1,failed,1,US,1,1,50000
764685592,I Want More Crickets!,Farms,Food,USD,16/01/2017,20000,10/12/2016 09:49,230,failed,4,US,170,230,20000
764731907,"Two Guys, One Yeti Podcast Fundraiser",Webseries,Film & Video,USD,18/03/2017,1000,17/01/2017 06:14,20,failed,1,US,0,20,1000
764764010,Mason,Shorts,Film & Video,USD,08/06/2017,1000,24/05/2017 05:39,0,failed,0,US,0,0,1000
764879365,Lessons of Love from Earth Angels,Academic,Publishing,USD,31/10/2017,2000,26/09/2017 01:02,180,failed,4,US,20,180,2000
764905701,motomat - protection for your vehicle,Hardware,Technology,USD,23/03/2017,1000,21/02/2017 15:55,27,failed,2,US,0,27,1000
764911001,Help Beanyy the coffee bean escape his owners bathroom!,Crafts,Crafts,USD,30/12/2017,9000,06/12/2017 03:50,15,failed,1,US,0,15,9000
764957381,Soap,DIY,Crafts,USD,12/03/2017,3000,11/01/2017 02:29,10,failed,1,US,0,10,3000
765009226,Clash Royale - Fan Made Web Series,Webseries,Film & Video,USD,03/12/2017,8000,03/11/2017 21:48,760,failed,3,US,5,760,8000
765049060,Cartoon Series,Animation,Film & Video,USD,08/09/2017,2000,10/07/2017 17:06,0,failed,0,US,0,0,2000
765272616,Gloves Off,Apps,Technology,USD,31/05/2017,8000,26/04/2017 02:03,161,failed,5,US,110,161,8000
765324158,Mitch Singer Rhyming Children's Books - A House in the Sky,Children's Books,Publishing,USD,28/07/2017,7500,28/06/2017 09:27,100,failed,1,US,0,100,7500
765410247,Tritium Keychain Lantern,Product Design,Design,USD,21/02/2017,3000,07/01/2017 02:14,6244,successful,98,US,1531,6244,3000
765438386,Liberals Against Reality: A Game For Deplorable Americans,Playing Cards,Games,USD,27/01/2017,22350,28/12/2016 07:26,1310,failed,38,US,335,1310,22350
765451128,The CONCEPT24 Planner | Get Fit + Focused,Product Design,Design,USD,02/12/2017,1000,21/11/2017 17:05,1343,successful,33,US,1059,1343,1000
765617573,Kzoo Cat Cafe,Spaces,Food,USD,09/04/2017,15000,10/03/2017 22:14,15721,successful,268,US,1175,15721,15000
765646419,The Dance Cartel presents: WET CLUTCH,Dance,Dance,USD,22/09/2017,15000,23/08/2017 16:32,15750,successful,151,US,0,15750,15000
765650179,Product Design and Manufacture for Makers,Product Design,Design,USD,29/03/2017,800,22/03/2017 16:02,1088,successful,21,US,1088,1088,800
765668830,The Toymaker of Tanglewood,Animation,Film & Video,USD,30/05/2017,4000,01/04/2017 05:57,80,failed,3,US,35,80,4000
765671464,Show Me The Way,Shorts,Film & Video,USD,10/06/2017,3000,11/05/2017 21:06,101,failed,5,US,25,101,3000
765732029,HighTymes Co Media,Webseries,Film & Video,USD,11/01/2017,1000,12/12/2016 06:51,0,failed,0,US,0,0,1000
765751681,"""Take Two"" - An Upcoming Webseries",Webseries,Film & Video,USD,11/06/2017,1000,12/05/2017 16:58,1235,successful,21,US,1115,1235,1000
765755748,Black Unicorn Subscription Box,Crafts,Crafts,USD,01/05/2017,10000,25/03/2017 21:05,3406,failed,51,US,969,3406,10000
765768764,A Chihuahua Enjoying His Life in South Florida 2018 Calendar,Animals,Photography,USD,18/10/2017,200,18/09/2017 23:35,11,failed,2,US,0,11,200
765855605,My Home Safety Plan - Don't wait until it's too late!!,Apps,Technology,USD,09/02/2017,28200,12/01/2017 03:04,260,failed,2,US,0,260,28200
765866672,"Sheet Music, Simplified with the Chromatic Staff App",Music,Music,USD,05/11/2017,14000,06/10/2017 13:45,160,failed,5,US,15,160,14000
765985127,"""We're One"" Pulse Tragedy Anniversary Tribute",World Music,Music,USD,27/03/2017,3500,17/03/2017 16:44,1,failed,1,US,0,1,3500
766008065,Freds Handlebar,Spaces,Food,USD,28/12/2017,20000,28/11/2017 23:39,757,failed,15,US,201,757,20000
766031211,Music Video for My Dallas Cowboys Anthem Song,Music Videos,Film & Video,USD,04/12/2017,500,28/10/2017 23:47,0,failed,0,US,0,0,500
766118868,The Desert's Love to Anna,Shorts,Film & Video,USD,28/04/2017,4000,29/03/2017 03:20,4775,successful,16,US,250,4775,4000
766201770,Help Saucery make you a magician in the kitchen!,Small Batch,Food,USD,13/07/2017,5000,13/06/2017 18:32,5936,successful,111,US,1136,5936,5000
766207929,Air-Tech Eco Preserve,Architecture,Design,USD,21/09/2017,8000000,08/08/2017 18:34,543,failed,12,US,91,543,8000000
766283357,firmamentum,Fiction,Publishing,USD,10/08/2017,5000,11/07/2017 23:11,50,failed,2,US,25,50,5000
766407796,HELP PUBLISH FIRST BOOK FOR 10 YEAR OLD!,Publishing,Publishing,USD,21/06/2017,10000,07/05/2017 06:00,0,failed,0,US,0,0,10000
766430983,"With Rescue LOOP - Keep the Heels, Lose the Pain",Product Design,Design,USD,01/04/2017,11000,01/03/2017 03:02,13397,successful,134,US,1744,13397,11000
766528066,BeBox by Bellamy Solutions,Woodworking,Crafts,USD,01/01/2018,23750,24/11/2017 16:40,3802,failed,18,US,2270,3802,23750
766542376,The Other 70% Kamasutra: Innovative Storytelling Collection,Fiction,Publishing,USD,05/09/2017,25000,16/07/2017 17:51,22,failed,4,US,21,22,25000
766568922,Skyvenirs,Places,Photography,USD,30/09/2017,480000,01/09/2017 12:31,90,failed,3,US,20,90,480000
766638568,"The 1970 All-Stars ....""Stand By Me""",Film & Video,Film & Video,USD,31/01/2017,2000000,02/12/2016 16:11,0,failed,0,US,0,0,2000000
766665240,Just a Little Salty Fun,Comedy,Publishing,USD,25/12/2017,8000,25/11/2017 16:52,0,failed,0,US,0,0,8000
766710850,BlackGigs.com,Web,Technology,USD,01/08/2017,2000,07/06/2017 22:24,23,failed,1,US,0,23,2000
766825228,Definition Of King World Tour,Music,Music,USD,14/09/2017,100000,15/08/2017 17:50,0,failed,0,US,0,0,100000
766839194,Beelzebuddies - Fashions For The Gothic Pet In Your Home,Pet Fashion,Fashion,USD,08/11/2017,5000,09/10/2017 19:21,1130,failed,20,US,638,1130,5000
766909190,Children's Book: The ABZ's of Fiendish Activities,Children's Books,Publishing,USD,01/06/2017,400,02/05/2017 00:21,110,failed,5,US,80,110,400
766954125,Clive Barker Podcast Presents Fundraiser IV: Bloodmoney,Web,Journalism,USD,19/02/2017,500,20/01/2017 19:53,2168,successful,37,US,1412,2168,500
767021465,Trendy Delicate Stone Pendants,Jewelry,Fashion,USD,10/07/2017,700,07/07/2017 20:07,10,failed,2,US,10,10,700
767050973,Tug-of-war Dog Toy that allows your dog to Play Alone!,Product Design,Design,USD,29/03/2017,5000,27/02/2017 14:00,267,failed,17,US,34,267,5000
767074811,"""Samuel"" The launch title for a lager universe of work",Graphic Novels,Comics,USD,11/10/2017,5000,11/09/2017 04:13,375,failed,5,US,0,375,5000
767190639,REINA: the Web Series - Season 3,Comedy,Film & Video,USD,14/07/2017,700,14/06/2017 17:48,1100,successful,21,US,35,1100,700
767298721,The East Coast Premiere of RESET,Plays,Theater,USD,20/04/2017,8000,21/03/2017 16:32,2521,failed,31,US,385,2521,8000
767452369,#MidwestUnified,Anthologies,Comics,USD,20/07/2017,550,21/05/2017 19:12,23,failed,3,US,0,23,550
767466697,Make Mamonuts come to life!,Vegan,Food,USD,03/09/2017,1200,28/08/2017 00:02,350,failed,12,US,30,350,1200
767518055,E-GoBox: Revolutionary Sports Capsule Dispenser,Product Design,Design,USD,09/08/2017,60000,10/07/2017 05:51,300,failed,6,US,225,300,60000
767533894,Child safety product line,Product Design,Design,USD,21/07/2017,3000,21/06/2017 03:21,2530,failed,4,US,0,2530,3000
767538523,TERRA TREASURE – PEN CRAFTS MADE FROM GENUINE GEMSTONE!,Crafts,Crafts,USD,01/09/2017,12500,08/08/2017 03:25,300,failed,1,US,250,300,12500
767671597,Premium 5 Color Combo Tokens & Playing Cards,Playing Cards,Games,USD,19/07/2017,7400,19/06/2017 15:42,2334,failed,83,US,892,2334,7400
767730774,Mi-Chef,Technology,Technology,USD,12/04/2017,50000,13/03/2017 16:13,0,failed,0,US,0,0,50000
767741024,Perilous Vistas: Two New Environment Books for Pathfinder,Tabletop Games,Games,USD,29/03/2017,20000,27/02/2017 19:31,22247,successful,347,US,5118,22247,20000
767811904,Wild Yogawear - Yoga Pants That Save Giraffes And Elephants,Apparel,Fashion,USD,26/08/2017,1500,27/07/2017 00:11,1695,successful,23,US,490,1695,1500
768121956,Miles 2 Go Web Series Project,Webseries,Film & Video,USD,22/01/2017,20000,07/01/2017 08:15,75,failed,2,US,0,75,20000
768141852,Mobile Application for Roadside Assistance & Towing,Apps,Technology,USD,15/04/2017,9999,16/03/2017 05:25,1,failed,1,US,0,1,9999
768200484,"Fresh Vibez: fresh local food, community and culture",Vegan,Food,USD,03/10/2017,5550,19/09/2017 23:41,1383,failed,7,US,154,1383,5550
768220452,Miao Matters,Webseries,Film & Video,USD,19/09/2017,11000,19/08/2017 01:05,5121,failed,14,US,27,5121,11000
768284700,never not working,Hip-Hop,Music,USD,13/10/2017,400,15/09/2017 04:22,15,failed,1,US,0,15,400
768306494,Xuan Tea - An Authentic Tea Bar,Drinks,Food,USD,21/07/2017,30000,21/06/2017 07:36,16142,failed,83,US,1745,16142,30000
768514499,Serial Siren High-Volume Lip-Cosmetic Cases,Accessories,Fashion,USD,08/07/2017,6700,03/06/2017 16:30,80,failed,2,US,80,80,6700
768551258,KISSYtime Original Canvas Painting/Clock,Painting,Art,USD,01/01/2018,3000,02/12/2017 15:52,0,failed,0,US,0,0,3000
768572293,Don the Moron Book & Doll,Comedy,Publishing,USD,18/12/2017,30000,23/11/2017 00:40,9178,failed,13,US,8951,9178,30000
768583375,Pälemer,Product Design,Design,USD,20/08/2017,2650,18/07/2017 14:03,130,failed,2,US,0,130,2650
768654427,Aspiring Tattoo Artist,Illustration,Art,USD,13/08/2017,250,21/07/2017 18:54,0,failed,0,US,0,0,250
768688068,VIBES - light/mobile video sharing app for IOS and Android,Shorts,Film & Video,USD,09/12/2017,15000,09/11/2017 22:08,0,failed,0,US,0,0,15000
